time,device_address,payload_size,frequency,spreading_factor,mtype,fport,wait,ToA,estimated_delay,ToA_shift
331.356999874115,00ee7cb9,29.0,868100000,8.0,10,5,4.856000185012817,0.123,1.398,0.113
336.2130000591278,27000270,25.0,868300000,8.0,100,5,8.871999979019165,0.113,1.408,0.123
345.085000038147,004878ce,29.0,868500000,8.0,10,5,11.335999965667725,0.123,1.6969999999999998,0.412
356.4210000038147,0010d857,29.0,868500000,10.0,10,5,5.835000038146973,0.412,1.775,0.103
362.25600004196167,270002c5,20.0,867900000,8.0,10,5,11.024999856948853,0.103,1.405,0.123
373.2809998989105,01bfbfbe,29.0,868300000,8.0,10,5,1.61899995803833,0.123,1.408,0.123
374.89999985694885,01c7e014,29.0,868100000,8.0,10,5,11.153000116348267,0.123,1.408,0.123
386.0529999732971,006d6e3d,29.0,868100000,8.0,10,5,12.980000019073486,0.123,1.6969999999999998,0.412
399.0329999923706,017279e8,29.0,868100000,10.0,10,5,8.9760000705719,0.412,1.806,0.134
408.0090000629425,00d21f5c,31.0,868100000,8.0,10,5,7.4900000095368,0.134,1.342,0.062
415.4990000724793,016c0098,26.0,868100000,7.0,10,5,6.369999885559025,0.062,1.338,0.123
421.86899995803833,019d5afb,29.0,868500000,8.0,10,5,7.255000114440975,0.123,1.408,0.123
429.1240000724793,005dc8f0,29.0,868100000,8.0,10,5,6.426999807357674,0.123,1.408,0.123
435.550999879837,000c4528,29.0,868500000,8.0,10,5,4.906000137329102,0.123,1.408,0.123
440.4570000171661,0052105b,29.0,868100000,8.0,10,5,6.970999956131038,0.123,1.6969999999999998,0.412
447.4279999732971,0000012a,26.0,868100000,10.0,10,5,7.454999923706055,0.412,1.822,0.175
454.8829998970032,00b68ca6,49.0,868100000,8.0,10,6,4.0269999504089355,0.175,1.41,0.123
458.9099998474121,00e239e9,29.0,868100000,8.0,10,5,9.2160000801087,0.123,1.408,0.123
468.1259999275208,010106dd,29.0,868100000,8.0,10,5,6.510999917984009,0.123,1.408,0.123
474.6369998455048,01a1b271,29.0,868100000,8.0,10,5,3.7220001220702557,0.123,1.408,0.123
478.3589999675751,003e0518,29.0,868100000,8.0,10,5,6.434000015258789,0.123,1.511,0.226
484.79299998283386,0074832a,29.0,867900000,9.0,10,5,6.223999977111816,0.226,1.5579999999999998,0.134
491.0169999599457,016eed15,31.0,868100000,8.0,10,5,7.395999908447266,0.134,1.692,0.412
498.41299986839294,01faae46,29.0,868100000,10.0,10,5,9.880000114440918,0.412,1.7389999999999999,0.067
508.29299998283386,01647e72,29.0,867700000,7.0,10,5,6.812000036239624,0.067,1.337,0.123
515.1050000190735,010cce12,29.0,868100000,8.0,10,5,3.052999973297119,0.123,1.408,0.123
518.1579999923706,0034552b,29.0,868100000,8.0,10,5,10.421000003814697,0.123,1.4289999999999998,0.144
528.5789999961853,04101dd1,38.0,868300000,8.0,10,1,3.940000057220459,0.144,1.411,0.123
532.5190000534058,00f9455d,29.0,868100000,8.0,10,5,9.804999828338623,0.123,1.408,0.123
542.3239998817444,01063abc,29.0,868300000,8.0,10,5,12.300000190734863,0.123,1.6969999999999998,0.412
554.6240000724792,0000000a,26.0,868300000,10.0,10,5,9.664999961853027,0.412,1.77,0.123
564.2890000343323,00257c51,29.0,868500000,8.0,10,5,17.141000032424927,0.123,1.419,0.134
581.4300000667572,01ab3360,31.0,868500000,8.0,10,5,5.617999792098999,0.134,1.403,0.123
587.0479998588562,006485b7,29.0,868100000,8.0,10,5,4.861000061035156,0.123,1.408,0.123
591.9089999198914,00396b55,29.0,868100000,8.0,10,5,7.875,0.123,1.347,0.062
599.7839999198914,0015fefd,26.0,868500000,7.0,10,5,11.442000150680542,0.062,1.3490000000000002,0.134
611.2260000705719,01d587fd,31.0,868300000,8.0,10,5,10.109999895095825,0.134,1.347,0.067
621.3359999656677,00fe3300,29.0,867100000,7.0,10,5,6.2769999504089355,0.067,1.337,0.123
627.6129999160767,01018b86,29.0,868100000,8.0,10,5,4.394000053405762,0.123,1.408,0.123
632.0069999694824,0181fe64,29.0,868100000,8.0,10,5,11.58899998664856,0.123,1.408,0.123
643.595999956131,0126ff5f,29.0,868100000,8.0,10,5,8.505000114440918,0.123,1.6139999999999999,0.329
652.1010000705719,00d9ee7a,49.0,867700000,9.0,10,6,4.328999996185303,0.329,1.8219999999999998,0.412
656.4300000667572,0010d857,29.0,868100000,10.0,10,5,10.32699990272522,0.412,1.795,0.123
666.7569999694824,00b42771,29.0,868100000,8.0,10,5,20.365000009536743,0.123,1.6969999999999998,0.412
687.1219999790192,01481c4e,29.0,868300000,10.0,10,5,8.674999952316284,0.412,1.795,0.123
695.7969999313354,0004a8e8,29.0,868300000,8.0,10,5,21.174999952316284,0.123,1.511,0.226
716.9719998836517,0065d74a,29.0,868500000,9.0,10,5,6.559000015258789,0.226,1.486,0.062
723.5309998989105,0154c839,26.0,867900000,7.0,10,5,10.646000146865845,0.062,1.441,0.226
734.1770000457764,00aad5ba,29.0,868100000,9.0,10,5,13.907999992370605,0.226,1.547,0.123
748.085000038147,015e376b,29.0,868100000,8.0,10,5,19.335999965667725,0.123,1.408,0.123
767.4210000038147,00f2e942,29.0,868500000,8.0,10,5,7.244999885559082,0.123,1.408,0.123
774.6659998893738,01a1b271,29.0,868500000,8.0,10,5,11.475000143051147,0.123,1.408,0.123
786.1410000324249,00260bd7,29.0,868100000,8.0,10,5,10.151999950408936,0.123,1.408,0.123
796.2929999828339,00715eb0,29.0,868100000,8.0,10,5,10.94700002670288,0.123,1.408,0.123
807.2400000095367,00c0cdb7,29.0,868500000,8.0,10,5,16.060999870300293,0.123,1.347,0.062
823.300999879837,00bebc5d,26.0,867500000,7.0,10,5,16.707000017166138,0.062,1.2770000000000001,0.062
840.0079998970032,01094240,26.0,868500000,7.0,10,5,13.577000141143799,0.062,1.3490000000000002,0.134
853.585000038147,00aa0c65,31.0,868500000,8.0,10,5,7.753000020980835,0.134,1.403,0.123
861.3380000591278,01c52860,29.0,868500000,8.0,10,5,13.060999870300293,0.123,1.347,0.062
874.3989999294281,00000590,26.0,867900000,7.0,10,5,13.565999984741211,0.062,1.2770000000000001,0.062
887.9649999141693,01a41f61,26.0,868100000,7.0,10,5,7.229000091552734,0.062,1.282,0.067
895.194000005722,0168ebde,28.0,867300000,7.0,10,5,2.1419999599456787,0.067,1.326,0.113
897.3359999656677,270002a3,24.0,867500000,8.0,100,5,10.509999990463257,0.113,1.405,0.123
907.845999956131,00043237,29.0,868500000,8.0,10,5,10.539999961853027,0.123,1.408,0.123
918.385999917984,0045978b,29.0,868100000,8.0,10,5,9.374000072479248,0.123,1.408,0.123
927.7599999904633,00c65f02,29.0,868500000,8.0,10,5,9.651999950408936,0.123,1.511,0.226
937.4119999408722,01da0beb,29.0,867100000,9.0,10,5,8.92199993133545,0.226,1.547,0.123
946.3339998722076,009326fe,29.0,868100000,8.0,10,5,9.299000024795532,0.123,1.408,0.123
955.6329998970032,0042c6a9,29.0,868100000,8.0,10,5,4.90900015831005,0.123,1.408,0.123
960.5420000553132,019788c0,29.0,868100000,8.0,10,5,12.962999820709229,0.123,1.408,0.123
973.5049998760225,00771129,29.0,868100000,8.0,10,5,13.644000053405534,0.123,1.6969999999999998,0.412
987.148999929428,01481c4e,29.0,868500000,10.0,10,5,18.29100012779236,0.412,1.795,0.123
1005.4400000572203,007b49a8,29.0,868100000,8.0,10,5,11.388999938964844,0.123,1.408,0.123
1016.8289999961852,01a16781,29.0,868100000,8.0,10,5,8.988999843597526,0.123,1.398,0.113
1025.8179998397827,270002bc,24.0,867100000,8.0,100,5,10.355000019073486,0.113,1.416,0.134
1036.1729998588562,003ed925,31.0,868100000,8.0,10,5,13.631000041961897,0.134,1.347,0.067
1049.803999900818,01a1f006,28.0,867500000,7.0,10,5,18.343000173568498,0.067,1.336,0.123
1068.1470000743866,010106dd,29.0,868100000,8.0,10,5,3.494999885559082,0.123,1.347,0.062
1071.6419999599457,0146289e,26.0,868100000,7.0,10,5,13.187999963760376,0.062,1.441,0.226
1084.829999923706,0074832a,29.0,867300000,9.0,10,5,17.730000019073486,0.226,1.486,0.062
1102.5599999427795,0002d37e,26.0,868100000,7.0,10,5,13.706000089645386,0.062,1.2870000000000001,0.072
1116.266000032425,04a04347,33.0,868300000,7.0,10,1,12.66100001335144,0.072,1.338,0.123
1128.9270000457764,009f95d0,29.0,868100000,8.0,10,5,7.857999801635742,0.123,1.408,0.123
1136.784999847412,01ef6f5c,29.0,868100000,8.0,10,5,5.53000020980835,0.123,1.408,0.123
1142.3150000572205,01063abc,29.0,868100000,8.0,10,5,11.182999849319458,0.123,1.419,0.134
1153.49799990654,00aa0c65,31.0,868100000,8.0,10,5,11.605000019073486,0.134,1.403,0.123
1165.1029999256134,009c3d98,29.0,868100000,8.0,10,5,6.200000047683716,0.123,1.408,0.123
1171.3029999732971,0084bde1,29.0,868500000,8.0,10,5,7.259000062942505,0.123,1.408,0.123
1178.5620000362396,00e071e4,29.0,868100000,8.0,10,5,8.601999998092879,0.123,1.408,0.123
1187.1640000343325,01ab4fa4,29.0,868100000,8.0,10,5,5.437999963760376,0.123,1.408,0.123
1192.6019999980929,0036b0b9,29.0,868500000,8.0,10,5,8.82699990272522,0.123,1.408,0.123
1201.428999900818,004ec2c9,29.0,868100000,8.0,10,5,9.718000173568498,0.123,1.419,0.134
1211.1470000743866,01d587fd,31.0,868100000,8.0,10,5,11.177999973296892,0.134,1.506,0.226
1222.3250000476835,01807a6d,29.0,868500000,9.0,10,5,10.200999975204695,0.226,1.547,0.123
1232.5260000228882,00c6f653,29.0,868100000,8.0,10,5,19.74899983406067,0.123,1.408,0.123
1252.2749998569489,00b95ae9,29.0,868300000,8.0,10,5,6.878000020980835,0.123,1.408,0.123
1259.1529998779297,0087fbc2,29.0,868300000,8.0,10,5,9.402000188827515,0.123,1.347,0.062
1268.5550000667572,00bc43fd,26.0,867100000,7.0,10,5,17.514999866485596,0.062,1.338,0.123
1286.0699999332428,006d6e3d,29.0,868500000,8.0,10,5,9.88000011444069,0.123,1.408,0.123
1295.9500000476835,016dfbbb,29.0,868100000,8.0,10,5,3.572999954223633,0.123,1.347,0.062
1299.5230000019071,01835732,26.0,868100000,7.0,10,5,7.391999959945906,0.062,1.338,0.123
1306.914999961853,01c05f85,29.0,868500000,8.0,10,5,10.109999895095825,0.123,1.511,0.226
1317.0249998569489,0065d74a,29.0,868100000,9.0,10,5,5.156000137329102,0.226,1.486,0.062
1322.180999994278,00045d10,26.0,868100000,7.0,10,5,3.550999879837036,0.062,1.338,0.123
1325.731999874115,00a90c9d,29.0,868300000,8.0,10,5,5.52400016784668,0.123,1.408,0.123
1331.2560000419617,0000d5f6,29.0,868500000,8.0,10,5,13.253000020980835,0.123,1.408,0.123
1344.5090000629425,017b7761,29.0,868100000,8.0,10,5,13.26199984550476,0.123,2.932,1.647
1357.7709999084473,01719341,29.0,868500000,12.0,10,5,7.7820000648498535,1.647,3.439,0.123
1365.5529999732971,011404ed,29.0,868300000,8.0,10,5,9.006999969482422,0.123,1.408,0.123
1374.5599999427795,01a1b271,29.0,868100000,8.0,10,5,11.54800009727478,0.123,1.408,0.123
1386.1080000400543,00260bd7,29.0,868100000,8.0,10,5,11.66100001335144,0.123,1.944,0.659
1397.7690000534058,3003815b,16.0,868500000,11.0,10,5,15.437999963760149,0.659,2.826,0.453
1413.207000017166,00d1fe1a,31.0,868500000,10.0,10,5,8.197000026703108,0.453,1.72,0.072
1421.404000043869,04a04347,33.0,868500000,7.0,10,1,11.07699990272522,0.072,1.338,0.123
1432.4809999465942,00f9455d,29.0,868500000,8.0,10,5,6.884999990463257,0.123,1.408,0.123
1439.3659999370575,01343470,29.0,868100000,8.0,10,5,9.345000028610002,0.123,1.408,0.123
1448.7109999656675,0155bace,29.0,868300000,8.0,10,5,15.467000007629622,0.123,1.408,0.123
1464.1779999732971,00257c51,29.0,868500000,8.0,10,5,10.125,0.123,1.347,0.062
1474.3029999732971,00000590,26.0,867900000,7.0,10,5,7.4149999618528,0.062,1.338,0.123
1481.71799993515,0137f647,29.0,868300000,8.0,10,5,6.25900006294296,0.123,1.408,0.123
1487.9769999980929,01f5c448,29.0,868300000,8.0,10,5,6.708999872207414,0.123,1.46,0.175
1494.6859998703003,00fa18b8,49.0,868500000,8.0,10,6,5.52400016784668,0.175,1.41,0.123
1500.210000038147,00c2d5cc,29.0,868300000,8.0,10,5,9.263000011444092,0.123,1.347,0.062
1509.473000049591,01162330,26.0,868100000,7.0,10,5,9.473999977111816,0.062,1.282,0.067
1518.9470000267029,001e2233,29.0,867700000,7.0,10,5,4.542999982833862,0.067,1.276,0.062
1523.4900000095367,0080679e,26.0,867100000,7.0,10,5,4.101999998092651,0.062,1.338,0.123
1527.5920000076294,01018b86,29.0,868500000,8.0,10,5,9.79200005531311,0.123,1.408,0.123
1537.3840000629425,007e8a82,29.0,868500000,8.0,10,5,4.4059998989105225,0.123,1.408,0.123
1541.789999961853,01bac8fc,29.0,868100000,8.0,10,5,8.223999977111816,0.123,1.408,0.123
1550.0139999389648,00a0dd94,29.0,868100000,8.0,10,5,7.315999984741211,0.123,1.398,0.113
1557.329999923706,27000212,24.0,868500000,8.0,100,5,4.8440001010894775,0.113,1.385,0.103
1562.1740000247955,270002c5,19.0,867700000,8.0,10,5,18.20899987220764,0.103,1.341,0.062
1580.3829998970032,010a0bda,26.0,868100000,7.0,10,5,6.719000101089705,0.062,1.627,0.412
1587.1019999980929,01481c4e,29.0,868100000,10.0,10,5,11.386999845504533,0.412,1.795,0.123
1598.4889998435974,002a0514,29.0,868100000,8.0,10,5,12.20900011062622,0.123,1.408,0.123
1610.6979999542236,017943c4,29.0,868100000,8.0,10,5,4.703000068664551,0.123,1.347,0.062
1615.4010000228882,016c0098,26.0,867700000,7.0,10,5,10.325000047683716,0.062,1.338,0.123
1625.726000070572,00a90c9d,29.0,868100000,8.0,10,5,9.728999853134155,0.123,1.408,0.123
1635.454999923706,000c4528,29.0,868100000,8.0,10,5,14.27999997138977,0.123,1.3519999999999999,0.067
1649.7349998950958,01a1f006,28.0,868500000,7.0,10,5,15.89300012588501,0.067,1.336,0.123
1665.6280000209808,011404ed,29.0,868500000,8.0,10,5,19.194999933242798,0.123,1.511,0.226
1684.8229999542236,0074832a,29.0,868500000,9.0,10,5,8.828999996185303,0.226,1.547,0.123
1693.651999950409,01eb31d1,29.0,868100000,8.0,10,5,10.691999912261963,0.123,1.6969999999999998,0.412
1704.343999862671,018f439f,29.0,868100000,10.0,10,5,9.129000186920166,0.412,1.795,0.123
1713.473000049591,00beff7c,29.0,868100000,8.0,10,5,10.926999807357788,0.123,1.408,0.123
1724.3999998569489,0179c73d,29.0,868500000,8.0,10,5,8.13900017738365,0.123,1.408,0.123
1732.5390000343325,01863ee4,29.0,868100000,8.0,10,5,8.375999927520525,0.123,1.408,0.123
1740.914999961853,0066bf3d,29.0,868100000,8.0,10,5,29.500999927520752,0.123,1.408,0.123
1770.4159998893738,008be8b9,29.0,868300000,8.0,10,5,14.67900013923645,0.123,1.511,0.226
1785.0950000286102,003e8d20,29.0,867900000,9.0,10,5,4.984999895095825,0.226,1.547,0.123
1790.079999923706,00b7b458,29.0,868500000,8.0,10,5,10.989000082015991,0.123,1.408,0.123
1801.069000005722,014bfe1f,29.0,868100000,8.0,10,5,9.050999879837036,0.123,1.408,0.123
1810.119999885559,016a35eb,29.0,868100000,8.0,10,5,19.52600002288841,0.123,1.408,0.123
1829.6459999084475,01d24587,29.0,868500000,8.0,10,5,16.834000110625766,0.123,1.388,0.103
1846.4800000190733,27000286,19.0,867100000,8.0,10,5,8.503999948501814,0.103,1.402,0.123
1854.983999967575,010cb988,29.0,868100000,8.0,10,5,7.105999946594238,0.123,1.347,0.062
1862.0899999141693,016fb539,26.0,868500000,7.0,10,5,12.480000019073486,0.062,1.338,0.123
1874.5699999332428,017c9bf1,29.0,868100000,8.0,10,5,14.035000085830461,0.123,1.347,0.062
1888.6050000190733,015aa951,26.0,867500000,7.0,10,5,9.11299991607666,0.062,1.338,0.123
1897.71799993515,01922e11,29.0,868100000,8.0,10,5,9.084000110626448,0.123,1.408,0.123
1906.8020000457764,01c05f85,29.0,868300000,8.0,10,5,3.806999921798706,0.123,1.408,0.123
1910.608999967575,017943c4,29.0,868500000,8.0,10,5,11.033999919891357,0.123,1.408,0.123
1921.6429998874664,019d5afb,29.0,868100000,8.0,10,5,9.202000141144026,0.123,1.347,0.062
1930.8450000286105,01831263,26.0,867700000,7.0,10,5,7.174999952316057,0.062,1.338,0.123
1938.0199999809265,004a110d,29.0,868500000,8.0,10,5,17.26099991798378,0.123,1.347,0.062
1955.2809998989103,016ad9c1,26.0,867100000,7.0,10,5,14.551000118255615,0.062,1.282,0.067
1969.832000017166,01d1e018,29.0,868500000,7.0,10,5,12.292000055313338,0.067,1.337,0.123
1982.1240000724792,0045b4cf,29.0,868500000,8.0,10,5,13.824999809265137,0.123,1.408,0.123
1995.9489998817444,0046e57d,29.0,868500000,8.0,10,5,17.203999996185303,0.123,1.6969999999999998,0.412
2013.1529998779297,00d1fe1a,29.0,868100000,10.0,10,5,14.744000196456682,0.412,1.7489999999999999,0.077
2027.8970000743864,04102152,36.0,868500000,7.0,10,1,5.903999805450667,0.077,1.338,0.123
2033.800999879837,01a4072f,29.0,868500000,8.0,10,5,6.115000009536516,0.123,1.347,0.062
2039.9159998893736,01094240,26.0,868100000,7.0,10,5,14.386000156402815,0.062,1.338,0.123
2054.3020000457764,00ef5384,29.0,868500000,8.0,10,5,6.922999858856656,0.123,1.408,0.123
2061.224999904633,01c52860,29.0,868100000,8.0,10,5,10.042999982833408,0.123,1.408,0.123
2071.2679998874664,0084bde1,29.0,868500000,8.0,10,5,9.055000066757657,0.123,1.347,0.062
2080.322999954224,017c632b,26.0,867100000,7.0,10,5,7.536999940871738,0.062,1.2770000000000001,0.062
2087.859999895096,01a41f61,26.0,867500000,7.0,10,5,4.927999973297119,0.062,1.2770000000000001,0.062
2092.787999868393,0060eb93,26.0,868500000,7.0,10,5,8.549000024795532,0.062,1.338,0.123
2101.3369998931885,004ec2c9,29.0,868500000,8.0,10,5,5.128000020980835,0.123,1.408,0.123
2106.4649999141693,00f34e62,29.0,868100000,8.0,10,5,3.63100004196167,0.123,1.408,0.123
2110.095999956131,016a35eb,29.0,868100000,8.0,10,5,8.792999982833862,0.123,1.3519999999999999,0.067
2118.888999938965,001e2233,29.0,868100000,7.0,10,5,4.601000070571899,0.067,1.276,0.062
2123.4900000095367,0080679e,26.0,867100000,7.0,10,5,12.641999959945679,0.062,1.328,0.113
2136.1319999694824,27000270,24.0,867300000,8.0,100,5,16.13100004196167,0.113,1.405,0.123
2152.263000011444,00b95ae9,29.0,868100000,8.0,10,5,6.190999984741211,0.123,1.46,0.175
2158.4539999961853,004956cb,49.0,868500000,8.0,10,6,2.366999864578247,0.175,1.349,0.062
2160.8209998607635,0196ac14,26.0,868500000,7.0,10,5,13.664000034332275,0.062,1.338,0.123
2174.484999895096,00a84e92,29.0,868100000,8.0,10,5,10.759999990463257,0.123,1.408,0.123
2185.244999885559,015d0e09,29.0,868100000,8.0,10,5,10.796000003814697,0.123,1.419,0.134
2196.040999889374,0019cd03,31.0,868500000,8.0,10,5,14.676000118255615,0.134,1.342,0.062
2210.7170000076294,0072cb7f,26.0,867300000,7.0,10,5,5.1540000438690186,0.062,1.627,0.412
2215.8710000514984,010ec053,29.0,868100000,10.0,10,5,15.562999963760376,0.412,1.898,0.226
2231.434000015259,01d3fd42,29.0,867100000,9.0,10,5,18.2639999389653,0.226,1.4909999999999999,0.067
2249.697999954224,01a1f006,28.0,867100000,7.0,10,5,6.042999982832953,0.067,1.336,0.123
2255.740999937057,01ecc664,29.0,868500000,8.0,10,5,7.493999958038785,0.123,1.408,0.123
2263.234999895096,01b09e75,29.0,868100000,8.0,10,5,4.9720001220703125,0.123,1.408,0.123
2268.207000017166,00661418,29.0,868500000,8.0,10,5,13.621999979019165,0.123,1.408,0.123
2281.8289999961853,013c51ba,29.0,868500000,8.0,10,5,17.078999996185303,0.123,1.408,0.123
2298.9079999923706,016048e7,29.0,868500000,8.0,10,5,9.740000009537198,0.123,1.408,0.123
2308.648000001908,00e94022,29.0,868100000,8.0,10,5,6.641999959945224,0.123,1.408,0.123
2315.289999961853,01d330fd,29.0,868100000,8.0,10,5,7.184000015258789,0.123,1.347,0.062
2322.473999977112,0053b246,26.0,868500000,7.0,10,5,10.496000051498413,0.062,1.338,0.123
2332.9700000286102,003c7fc2,29.0,868500000,8.0,10,5,16.77900004386902,0.123,1.408,0.123
2349.7490000724792,0071dc3a,29.0,868100000,8.0,10,5,9.806999921798706,0.123,1.347,0.062
2359.555999994278,00f11819,26.0,868500000,7.0,10,5,15.549999952316284,0.062,1.2770000000000001,0.062
2375.1059999465942,015436dd,26.0,867700000,7.0,10,5,12.436000108718872,0.062,1.3900000000000001,0.175
2387.542000055313,00e32632,49.0,868300000,8.0,10,6,12.107999801635742,0.175,1.349,0.062
2399.649999856949,0015fefd,26.0,867500000,7.0,10,5,12.388000011444092,0.062,1.3490000000000002,0.134
2412.037999868393,017a7132,31.0,868100000,8.0,10,5,11.019000053405762,0.134,1.403,0.123
2423.0569999217987,006e7b54,29.0,868100000,8.0,10,5,5.2030000686650055,0.123,1.347,0.062
2428.2599999904637,00077e3b,26.0,867300000,7.0,10,5,15.575999975204468,0.062,1.2770000000000001,0.062
2443.835999965668,01146193,26.0,868500000,7.0,10,5,4.004999876021884,0.062,1.2770000000000001,0.062
2447.84099984169,00b76a75,26.0,867900000,7.0,10,5,8.43500018119812,0.062,1.627,0.412
2456.276000022888,0010d857,29.0,868100000,10.0,10,5,11.718999862670898,0.412,1.7389999999999999,0.067
2467.994999885559,00ba5d86,28.0,867100000,7.0,10,5,6.949000120162964,0.067,1.336,0.123
2474.944000005722,01c7e014,29.0,868500000,8.0,10,5,7.412999868392944,0.123,1.408,0.123
2482.356999874115,0139e465,29.0,868300000,8.0,10,5,17.1010000705719,0.123,1.347,0.062
2499.457999944687,01835732,26.0,867900000,7.0,10,5,11.314000129699707,0.062,1.338,0.123
2510.7720000743866,017943c4,29.0,868100000,8.0,10,5,12.348999977111816,0.123,1.347,0.062
2523.1210000514984,01334ec7,26.0,867300000,7.0,10,5,6.056999921798706,0.062,1.338,0.123
2529.177999973297,01feb82f,29.0,868500000,8.0,10,5,10.897000074387051,0.123,1.3519999999999999,0.067
2540.075000047684,014e0ee5,28.0,867700000,7.0,10,5,13.810999870299838,0.067,1.336,0.123
2553.885999917984,017434af,29.0,868500000,8.0,10,5,18.602999925613403,0.123,1.388,0.103
2572.4889998435974,2700020f,19.0,867700000,8.0,10,5,25.427000045776367,0.103,1.341,0.062
